timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/07 21:02:56.142, 0, 479.60 W, 39, 2070 MHz, 3996 MHz, 99 %, 21 %
2026/06/07 21:02:56.142, 1, 476.89 W, 39, 2070 MHz, 3996 MHz, 99 %, 19 %
2026/06/07 21:02:56.143, 2, 467.91 W, 39, 2070 MHz, 3996 MHz, 97 %, 22 %
2026/06/07 21:02:56.143, 3, 470.68 W, 39, 2070 MHz, 3996 MHz, 67 %, 20 %
2026/06/07 21:02:57.143, 0, 449.23 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:02:57.143, 1, 446.57 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:02:57.143, 2, 439.32 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:02:57.143, 3, 439.20 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:02:58.143, 0, 449.73 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:02:58.143, 1, 446.49 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:02:58.143, 2, 437.88 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:02:58.143, 3, 437.53 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:02:59.143, 0, 447.28 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:02:59.143, 1, 444.98 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:02:59.143, 2, 438.70 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:02:59.143, 3, 440.49 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:00.143, 0, 433.92 W, 38, 2070 MHz, 3996 MHz, 32 %, 10 %
2026/06/07 21:03:00.143, 1, 436.53 W, 38, 2070 MHz, 3996 MHz, 81 %, 15 %
2026/06/07 21:03:00.143, 2, 426.17 W, 37, 2070 MHz, 3996 MHz, 27 %, 9 %
2026/06/07 21:03:00.143, 3, 424.17 W, 38, 2070 MHz, 3996 MHz, 47 %, 13 %
2026/06/07 21:03:01.143, 0, 436.11 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:01.144, 1, 433.67 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:01.144, 2, 430.10 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:01.144, 3, 432.88 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:02.144, 0, 450.36 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:02.144, 1, 446.70 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:02.144, 2, 440.03 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:02.144, 3, 440.55 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:03.144, 0, 455.44 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:03.144, 1, 446.51 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:03.144, 2, 444.18 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:03.144, 3, 443.62 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:04.144, 0, 448.71 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:04.145, 1, 445.70 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:04.145, 2, 439.87 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:04.145, 3, 441.11 W, 39, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:05.145, 0, 452.54 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:05.145, 1, 449.77 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:05.145, 2, 444.39 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:05.145, 3, 444.80 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:06.145, 0, 434.60 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:06.145, 1, 429.18 W, 38, 2070 MHz, 3996 MHz, 99 %, 21 %
2026/06/07 21:03:06.145, 2, 422.25 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:06.145, 3, 423.54 W, 38, 2070 MHz, 3996 MHz, 93 %, 23 %
2026/06/07 21:03:07.145, 0, 445.44 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:07.146, 1, 443.74 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:07.146, 2, 440.60 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:07.146, 3, 439.64 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:08.146, 0, 448.54 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:08.146, 1, 447.13 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:08.146, 2, 441.97 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:08.146, 3, 440.16 W, 39, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:09.146, 0, 450.72 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:09.146, 1, 446.58 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:09.146, 2, 440.95 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:09.146, 3, 441.30 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:10.146, 0, 521.36 W, 40, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:10.147, 1, 514.78 W, 40, 2070 MHz, 3996 MHz, 94 %, 25 %
2026/06/07 21:03:10.147, 2, 512.49 W, 40, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:10.147, 3, 514.09 W, 40, 2070 MHz, 3996 MHz, 99 %, 23 %
2026/06/07 21:03:11.147, 0, 428.62 W, 39, 2070 MHz, 3996 MHz, 99 %, 20 %
2026/06/07 21:03:11.147, 1, 423.93 W, 39, 2070 MHz, 3996 MHz, 59 %, 17 %
2026/06/07 21:03:11.147, 2, 425.52 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:11.147, 3, 422.20 W, 39, 2070 MHz, 3996 MHz, 99 %, 18 %
2026/06/07 21:03:12.147, 0, 449.63 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:12.147, 1, 447.67 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:12.147, 2, 442.95 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:12.147, 3, 441.77 W, 39, 2070 MHz, 3996 MHz, 99 %, 21 %
2026/06/07 21:03:13.147, 0, 448.12 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:13.147, 1, 446.93 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:13.147, 2, 441.87 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:13.147, 3, 440.38 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:14.148, 0, 433.04 W, 38, 2070 MHz, 3996 MHz, 92 %, 22 %
2026/06/07 21:03:14.148, 1, 430.67 W, 38, 2070 MHz, 3996 MHz, 74 %, 18 %
2026/06/07 21:03:14.148, 2, 423.22 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:14.148, 3, 421.49 W, 39, 2070 MHz, 3996 MHz, 99 %, 20 %
2026/06/07 21:03:15.148, 0, 444.23 W, 38, 2070 MHz, 3996 MHz, 99 %, 23 %
2026/06/07 21:03:15.148, 1, 439.11 W, 39, 2070 MHz, 3996 MHz, 99 %, 23 %
2026/06/07 21:03:15.148, 2, 436.14 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:15.148, 3, 437.00 W, 39, 2070 MHz, 3996 MHz, 99 %, 23 %
2026/06/07 21:03:16.148, 0, 446.88 W, 38, 2070 MHz, 3996 MHz, 99 %, 21 %
2026/06/07 21:03:16.148, 1, 444.08 W, 38, 2070 MHz, 3996 MHz, 99 %, 21 %
2026/06/07 21:03:16.148, 2, 438.92 W, 38, 2070 MHz, 3996 MHz, 99 %, 21 %
2026/06/07 21:03:16.148, 3, 438.30 W, 39, 2070 MHz, 3996 MHz, 99 %, 21 %
2026/06/07 21:03:17.148, 0, 340.48 W, 36, 2070 MHz, 3996 MHz, 0 %, 0 %
2026/06/07 21:03:17.148, 1, 339.68 W, 36, 2070 MHz, 3996 MHz, 0 %, 0 %
2026/06/07 21:03:17.148, 2, 326.78 W, 36, 2070 MHz, 3996 MHz, 0 %, 0 %
2026/06/07 21:03:17.148, 3, 327.64 W, 36, 2070 MHz, 3996 MHz, 100 %, 0 %
2026/06/07 21:03:18.149, 0, 391.54 W, 37, 2070 MHz, 3996 MHz, 98 %, 8 %
2026/06/07 21:03:18.149, 1, 380.66 W, 38, 2070 MHz, 3996 MHz, 33 %, 8 %
2026/06/07 21:03:18.149, 2, 381.60 W, 37, 2070 MHz, 3996 MHz, 26 %, 9 %
2026/06/07 21:03:18.149, 3, 380.20 W, 38, 2070 MHz, 3996 MHz, 99 %, 8 %
2026/06/07 21:03:19.149, 0, 443.65 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:19.149, 1, 437.49 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:19.149, 2, 437.64 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:19.149, 3, 437.86 W, 39, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:20.149, 0, 440.18 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:20.149, 1, 435.89 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:20.149, 2, 435.53 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:20.149, 3, 431.66 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:21.149, 0, 368.69 W, 36, 2070 MHz, 3996 MHz, 100 %, 0 %
2026/06/07 21:03:21.149, 1, 371.33 W, 36, 2070 MHz, 3996 MHz, 100 %, 0 %
2026/06/07 21:03:21.149, 2, 354.49 W, 36, 2070 MHz, 3996 MHz, 100 %, 0 %
2026/06/07 21:03:21.149, 3, 351.30 W, 37, 2070 MHz, 3996 MHz, 0 %, 0 %
2026/06/07 21:03:22.150, 0, 408.68 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:22.150, 1, 401.45 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:22.150, 2, 410.33 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:22.150, 3, 406.10 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:23.150, 0, 446.04 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:23.150, 1, 442.01 W, 38, 2070 MHz, 3996 MHz, 99 %, 23 %
2026/06/07 21:03:23.150, 2, 436.59 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:23.150, 3, 437.27 W, 39, 2070 MHz, 3996 MHz, 99 %, 23 %
2026/06/07 21:03:24.150, 0, 452.60 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:24.150, 1, 450.37 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:24.150, 2, 444.71 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:24.150, 3, 442.89 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:25.150, 0, 445.19 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:25.150, 1, 442.26 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:25.150, 2, 437.89 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:25.150, 3, 436.68 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:26.151, 0, 448.28 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:26.151, 1, 448.84 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:26.151, 2, 443.13 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:26.151, 3, 442.27 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:27.151, 0, 451.10 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:27.151, 1, 446.37 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:27.151, 2, 442.60 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:27.151, 3, 441.42 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:28.151, 0, 450.74 W, 38, 2070 MHz, 3996 MHz, 99 %, 23 %
2026/06/07 21:03:28.151, 1, 447.80 W, 38, 2070 MHz, 3996 MHz, 99 %, 21 %
2026/06/07 21:03:28.151, 2, 441.75 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:28.151, 3, 442.46 W, 39, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:29.151, 0, 451.08 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:29.151, 1, 447.37 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:29.151, 2, 441.11 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:29.151, 3, 441.73 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:30.152, 0, 449.10 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:30.152, 1, 446.08 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:30.152, 2, 442.11 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:30.152, 3, 443.08 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:31.152, 0, 424.70 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:31.152, 1, 422.28 W, 38, 2070 MHz, 3996 MHz, 99 %, 23 %
2026/06/07 21:03:31.152, 2, 415.72 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:31.152, 3, 415.01 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:32.152, 0, 449.32 W, 38, 2070 MHz, 3996 MHz, 99 %, 23 %
2026/06/07 21:03:32.152, 1, 447.26 W, 38, 2070 MHz, 3996 MHz, 99 %, 21 %
2026/06/07 21:03:32.152, 2, 441.59 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:32.152, 3, 439.76 W, 39, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:33.152, 0, 453.06 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:33.152, 1, 447.20 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:33.152, 2, 444.07 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:33.152, 3, 445.67 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:34.153, 0, 448.46 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:34.153, 1, 445.42 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:34.153, 2, 439.86 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:34.153, 3, 441.26 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:35.153, 0, 452.77 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:35.153, 1, 449.19 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:35.153, 2, 445.14 W, 37, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:35.153, 3, 444.67 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:36.153, 0, 445.74 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:36.153, 1, 441.98 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:36.153, 2, 435.56 W, 37, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:36.153, 3, 436.23 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:37.153, 0, 453.13 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:37.153, 1, 450.53 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:37.153, 2, 444.99 W, 37, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:37.153, 3, 444.98 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:38.153, 0, 446.13 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:38.153, 1, 441.85 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:38.153, 2, 437.77 W, 37, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:38.154, 3, 436.83 W, 38, 2070 MHz, 3996 MHz, 99 %, 23 %
2026/06/07 21:03:39.154, 0, 453.67 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:39.154, 1, 452.11 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:39.154, 2, 444.81 W, 37, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:39.154, 3, 444.98 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:40.154, 0, 444.76 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:40.154, 1, 445.57 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:40.154, 2, 437.55 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:40.154, 3, 437.60 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:41.154, 0, 450.64 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:41.154, 1, 449.24 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:41.154, 2, 443.17 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:41.154, 3, 443.12 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:42.154, 0, 445.73 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:42.154, 1, 446.96 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:42.154, 2, 438.28 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:42.154, 3, 437.57 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:43.155, 0, 451.19 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:43.155, 1, 449.18 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:43.155, 2, 441.58 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:43.155, 3, 441.17 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:44.155, 0, 423.25 W, 38, 2070 MHz, 3996 MHz, 99 %, 9 %
2026/06/07 21:03:44.155, 1, 415.36 W, 38, 2070 MHz, 3996 MHz, 69 %, 9 %
2026/06/07 21:03:44.155, 2, 414.07 W, 37, 2070 MHz, 3996 MHz, 29 %, 10 %
2026/06/07 21:03:44.155, 3, 417.92 W, 38, 2070 MHz, 3996 MHz, 99 %, 9 %
2026/06/07 21:03:45.155, 0, 449.01 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:45.155, 1, 445.65 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:45.155, 2, 441.27 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:45.155, 3, 440.79 W, 39, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:46.155, 0, 419.20 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:46.155, 1, 420.20 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:46.155, 2, 413.69 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:46.155, 3, 414.44 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:47.155, 0, 453.03 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:47.156, 1, 450.52 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:47.156, 2, 442.65 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:47.156, 3, 441.81 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:48.156, 0, 446.33 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:48.156, 1, 439.86 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:48.156, 2, 438.18 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:48.156, 3, 439.51 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:49.156, 0, 449.46 W, 38, 2070 MHz, 3996 MHz, 99 %, 20 %
2026/06/07 21:03:49.156, 1, 447.55 W, 38, 2070 MHz, 3996 MHz, 100 %, 20 %
2026/06/07 21:03:49.156, 2, 440.06 W, 38, 2070 MHz, 3996 MHz, 99 %, 21 %
2026/06/07 21:03:49.156, 3, 440.32 W, 39, 2070 MHz, 3996 MHz, 99 %, 20 %
2026/06/07 21:03:50.156, 0, 449.09 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:50.156, 1, 448.00 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:50.156, 2, 441.68 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:50.156, 3, 442.12 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:51.156, 0, 447.47 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:51.157, 1, 449.09 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:51.157, 2, 442.88 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:51.157, 3, 440.69 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:52.157, 0, 449.11 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:52.157, 1, 446.76 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:52.157, 2, 441.84 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:52.157, 3, 443.21 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:53.157, 0, 449.20 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:53.157, 1, 445.68 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:53.157, 2, 439.19 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:53.157, 3, 439.13 W, 39, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:54.157, 0, 496.55 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:54.157, 1, 501.34 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:54.157, 2, 489.29 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:54.157, 3, 487.75 W, 39, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:55.157, 0, 449.29 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:55.158, 1, 445.43 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:55.158, 2, 439.30 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:55.158, 3, 440.54 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:56.158, 0, 449.21 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:56.158, 1, 447.51 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:56.158, 2, 442.05 W, 37, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:56.158, 3, 443.94 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:57.158, 0, 428.06 W, 37, 2070 MHz, 3996 MHz, 99 %, 23 %
2026/06/07 21:03:57.158, 1, 422.96 W, 37, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:57.158, 2, 419.71 W, 37, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:57.158, 3, 417.45 W, 38, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:58.158, 0, 438.11 W, 38, 2070 MHz, 3996 MHz, 95 %, 12 %
2026/06/07 21:03:58.158, 1, 439.26 W, 38, 2070 MHz, 3996 MHz, 91 %, 12 %
2026/06/07 21:03:58.158, 2, 433.40 W, 37, 2070 MHz, 3996 MHz, 37 %, 13 %
2026/06/07 21:03:58.158, 3, 433.54 W, 38, 2070 MHz, 3996 MHz, 99 %, 12 %
2026/06/07 21:03:59.158, 0, 448.07 W, 37, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:59.159, 1, 445.61 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:03:59.159, 2, 440.39 W, 37, 2070 MHz, 3996 MHz, 99 %, 22 %
2026/06/07 21:03:59.159, 3, 440.77 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:04:00.159, 0, 445.70 W, 37, 2070 MHz, 3996 MHz, 99 %, 24 %
2026/06/07 21:04:00.159, 1, 442.39 W, 38, 2070 MHz, 3996 MHz, 99 %, 24 %
