timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/07 20:53:29.209, 1, 508.51 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:29.209, 2, 512.40 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:29.209, 3, 519.98 W, 40, 2070 MHz, 3996 MHz, 100 %, 33 %
2026/06/07 20:53:30.209, 0, 518.57 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:30.209, 1, 508.72 W, 40, 2070 MHz, 3996 MHz, 100 %, 33 %
2026/06/07 20:53:30.209, 2, 514.12 W, 40, 2070 MHz, 3996 MHz, 100 %, 33 %
2026/06/07 20:53:30.209, 3, 520.85 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:31.209, 0, 516.74 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:31.209, 1, 507.60 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:31.209, 2, 511.01 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:31.209, 3, 520.02 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:32.210, 0, 519.79 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:32.210, 1, 509.37 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:32.210, 2, 512.77 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:32.210, 3, 522.03 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:33.210, 0, 519.31 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:33.210, 1, 510.85 W, 41, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:33.210, 2, 515.82 W, 41, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:33.210, 3, 521.87 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:34.210, 0, 520.16 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:34.210, 1, 510.63 W, 41, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:34.210, 2, 514.28 W, 41, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:34.210, 3, 521.16 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:35.210, 0, 521.73 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:35.210, 1, 511.51 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:35.210, 2, 518.64 W, 41, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:35.210, 3, 523.38 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:36.211, 0, 521.52 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:36.211, 1, 512.41 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:36.211, 2, 516.66 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:36.211, 3, 523.81 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:37.211, 0, 520.09 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:37.211, 1, 510.44 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:37.211, 2, 513.03 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:37.211, 3, 521.98 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:38.211, 0, 520.22 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:38.211, 1, 510.63 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:38.211, 2, 513.21 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:38.211, 3, 522.33 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:39.211, 0, 519.61 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:39.211, 1, 509.90 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:39.211, 2, 521.54 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:39.211, 3, 521.12 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:40.211, 0, 520.16 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:40.212, 1, 512.04 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:40.212, 2, 515.39 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:40.212, 3, 522.89 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:41.212, 0, 515.83 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:41.212, 1, 507.60 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:41.212, 2, 508.90 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:41.212, 3, 518.35 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:42.212, 0, 521.86 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:42.212, 1, 511.45 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:42.212, 2, 514.90 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:42.212, 3, 522.61 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:43.212, 0, 521.02 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:43.212, 1, 511.51 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:43.212, 2, 515.58 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:43.212, 3, 524.77 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:44.212, 0, 522.27 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:44.212, 1, 512.41 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:44.213, 2, 516.36 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:44.213, 3, 524.23 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:45.213, 0, 518.16 W, 39, 2070 MHz, 3996 MHz, 100 %, 33 %
2026/06/07 20:53:45.213, 1, 509.28 W, 40, 2070 MHz, 3996 MHz, 100 %, 33 %
2026/06/07 20:53:45.213, 2, 511.29 W, 40, 2070 MHz, 3996 MHz, 100 %, 33 %
2026/06/07 20:53:45.213, 3, 521.13 W, 39, 2070 MHz, 3996 MHz, 100 %, 33 %
2026/06/07 20:53:46.213, 0, 510.83 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:46.213, 1, 500.18 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:46.213, 2, 505.46 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:46.213, 3, 512.04 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:47.213, 0, 520.77 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:47.213, 1, 511.30 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:47.213, 2, 515.63 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:47.213, 3, 523.14 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:48.213, 0, 544.19 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:48.214, 1, 533.05 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:48.214, 2, 537.55 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:48.214, 3, 546.57 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:49.214, 0, 541.34 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:49.214, 1, 531.45 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:49.214, 2, 532.43 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:49.214, 3, 524.13 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:50.214, 0, 523.34 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:50.214, 1, 515.28 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:50.214, 2, 519.64 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:50.214, 3, 527.34 W, 40, 2070 MHz, 3996 MHz, 100 %, 35 %
2026/06/07 20:53:51.214, 0, 565.51 W, 39, 2070 MHz, 3996 MHz, 93 %, 32 %
2026/06/07 20:53:51.214, 1, 554.90 W, 42, 2070 MHz, 3996 MHz, 95 %, 31 %
2026/06/07 20:53:51.214, 2, 545.42 W, 41, 2070 MHz, 3996 MHz, 72 %, 31 %
2026/06/07 20:53:51.214, 3, 553.38 W, 41, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:52.214, 0, 524.36 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:52.215, 1, 513.98 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:52.215, 2, 517.02 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:52.215, 3, 532.37 W, 40, 2070 MHz, 3996 MHz, 100 %, 35 %
2026/06/07 20:53:53.215, 0, 539.91 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:53.215, 1, 531.49 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:53.215, 2, 522.61 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:53.215, 3, 535.15 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:54.215, 0, 523.86 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 20:53:54.215, 1, 514.67 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
