2026/06/09 06:06:21.810, 0, 226.42, 0, 34, 253437
2026/06/09 06:06:21.817, 1, 221.09, 0, 33, 253437
2026/06/09 06:06:21.820, 2, 231.99, 0, 34, 253437
2026/06/09 06:06:21.823, 3, 237.75, 0, 35, 253437
2026/06/09 06:06:22.826, 0, 226.37, 0, 34, 253851
2026/06/09 06:06:22.826, 1, 221.29, 0, 33, 253851
2026/06/09 06:06:22.826, 2, 235.21, 0, 34, 253851
2026/06/09 06:06:22.826, 3, 242.34, 0, 35, 253851
2026/06/09 06:06:23.826, 0, 766.29, 100, 48, 259333
2026/06/09 06:06:23.826, 1, 778.97, 100, 46, 259333
2026/06/09 06:06:23.826, 2, 822.55, 92, 48, 259333
2026/06/09 06:06:23.827, 3, 829.48, 100, 47, 259333
2026/06/09 06:06:24.827, 0, 924.73, 100, 50, 259333
2026/06/09 06:06:24.827, 1, 931.36, 100, 48, 259333
2026/06/09 06:06:24.827, 2, 940.27, 100, 50, 259333
2026/06/09 06:06:24.827, 3, 926.37, 100, 50, 259333
2026/06/09 06:06:25.827, 0, 934.39, 100, 50, 259333
2026/06/09 06:06:25.827, 1, 927.68, 100, 51, 259333
2026/06/09 06:06:25.827, 2, 953.41, 100, 51, 259333
2026/06/09 06:06:25.827, 3, 958.65, 100, 52, 259333
2026/06/09 06:06:26.827, 0, 726.32, 100, 43, 259333
2026/06/09 06:06:26.827, 1, 726.10, 100, 43, 259333
2026/06/09 06:06:26.827, 2, 710.16, 100, 44, 259333
2026/06/09 06:06:26.827, 3, 684.48, 100, 45, 259333
2026/06/09 06:06:27.827, 0, 605.51, 100, 42, 259333
2026/06/09 06:06:27.827, 1, 592.75, 100, 42, 259333
2026/06/09 06:06:27.828, 2, 610.76, 100, 43, 259333
2026/06/09 06:06:27.828, 3, 607.34, 100, 44, 259333
2026/06/09 06:06:28.828, 0, 623.69, 100, 42, 259333
2026/06/09 06:06:28.828, 1, 616.15, 100, 41, 259333
2026/06/09 06:06:28.828, 2, 626.98, 100, 43, 259333
2026/06/09 06:06:28.828, 3, 628.28, 100, 44, 259333
2026/06/09 06:06:29.828, 0, 608.55, 100, 42, 259333
2026/06/09 06:06:29.828, 1, 603.91, 100, 41, 259333
2026/06/09 06:06:29.828, 2, 616.89, 100, 43, 259333
2026/06/09 06:06:29.828, 3, 615.46, 100, 43, 259333
2026/06/09 06:06:30.828, 0, 607.23, 100, 42, 259333
2026/06/09 06:06:30.828, 1, 600.60, 100, 41, 259333
2026/06/09 06:06:30.828, 2, 610.43, 100, 43, 259333
2026/06/09 06:06:30.828, 3, 610.01, 100, 43, 259333
2026/06/09 06:06:31.828, 0, 597.92, 100, 42, 259333
2026/06/09 06:06:31.829, 1, 594.03, 100, 41, 259333
2026/06/09 06:06:31.829, 2, 602.89, 100, 43, 259333
2026/06/09 06:06:31.829, 3, 606.43, 100, 43, 259333
2026/06/09 06:06:32.829, 0, 596.96, 100, 42, 259333
2026/06/09 06:06:32.829, 1, 594.38, 100, 41, 259333
2026/06/09 06:06:32.829, 2, 605.26, 100, 43, 259333
2026/06/09 06:06:32.829, 3, 604.06, 100, 43, 259333
2026/06/09 06:06:33.829, 0, 594.72, 100, 42, 259333
2026/06/09 06:06:33.829, 1, 590.38, 100, 41, 259333
2026/06/09 06:06:33.829, 2, 601.28, 100, 43, 259333
2026/06/09 06:06:33.829, 3, 601.63, 100, 43, 259333
2026/06/09 06:06:34.829, 0, 594.87, 100, 42, 259333
2026/06/09 06:06:34.830, 1, 593.60, 100, 41, 259333
2026/06/09 06:06:34.830, 2, 604.43, 97, 43, 259333
2026/06/09 06:06:34.830, 3, 603.43, 100, 43, 259333
2026/06/09 06:06:35.830, 0, 583.16, 100, 42, 259333
2026/06/09 06:06:35.830, 1, 585.45, 100, 41, 259333
2026/06/09 06:06:35.830, 2, 598.36, 100, 43, 259333
2026/06/09 06:06:35.830, 3, 597.73, 100, 43, 259333
2026/06/09 06:06:36.830, 0, 585.31, 100, 42, 259333
2026/06/09 06:06:36.830, 1, 584.36, 100, 41, 259333
2026/06/09 06:06:36.830, 2, 598.20, 100, 43, 259333
2026/06/09 06:06:36.830, 3, 593.10, 100, 43, 259333
2026/06/09 06:06:37.830, 0, 586.13, 100, 42, 259333
2026/06/09 06:06:37.830, 1, 585.10, 100, 41, 259333
2026/06/09 06:06:37.830, 2, 597.99, 100, 43, 259333
2026/06/09 06:06:37.830, 3, 596.46, 100, 43, 259333
2026/06/09 06:06:38.831, 0, 585.17, 100, 42, 259333
2026/06/09 06:06:38.831, 1, 587.08, 100, 41, 259333
2026/06/09 06:06:38.831, 2, 597.38, 100, 43, 259333
2026/06/09 06:06:38.831, 3, 595.59, 100, 43, 259333
2026/06/09 06:06:39.831, 0, 581.36, 100, 41, 259333
