timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/07 23:09:50.943, 3, 517.39 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:51.943, 0, 520.95 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:51.943, 1, 518.97 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:51.943, 2, 512.32 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:51.943, 3, 514.62 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:52.944, 0, 526.15 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:52.944, 1, 520.71 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:52.944, 2, 519.96 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:52.944, 3, 519.14 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:53.944, 0, 524.66 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:53.944, 1, 521.17 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:53.944, 2, 522.36 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:53.944, 3, 514.50 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:54.944, 0, 524.94 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:54.944, 1, 526.01 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:54.944, 2, 516.73 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:54.944, 3, 516.12 W, 40, 2070 MHz, 3996 MHz, 100 %, 35 %
2026/06/07 23:09:55.944, 0, 527.71 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:55.944, 1, 524.72 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:55.944, 2, 517.00 W, 40, 2070 MHz, 3996 MHz, 100 %, 35 %
2026/06/07 23:09:55.944, 3, 516.19 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
